"","year","ISO_code","countries","region","pf_rol_procedural","pf_rol_civil","pf_rol_criminal","pf_rol","pf_ss_homicide","pf_ss_disappearances_disap","pf_ss_disappearances_violent","pf_ss_disappearances_organized","pf_ss_disappearances_fatalities","pf_ss_disappearances_injuries","pf_ss_disappearances","pf_ss_women_fgm","pf_ss_women_missing","pf_ss_women_inheritance_widows","pf_ss_women_inheritance_daughters","pf_ss_women_inheritance","pf_ss_women","pf_ss","pf_movement_domestic","pf_movement_foreign","pf_movement_women","pf_movement","pf_religion_estop_establish","pf_religion_estop_operate","pf_religion_estop","pf_religion_harassment","pf_religion_restrictions","pf_religion","pf_association_association","pf_association_assembly","pf_association_political_establish","pf_association_political_operate","pf_association_political","pf_association_prof_establish","pf_association_prof_operate","pf_association_prof","pf_association_sport_establish","pf_association_sport_operate","pf_association_sport","pf_association","pf_expression_killed","pf_expression_jailed","pf_expression_influence","pf_expression_control","pf_expression_cable","pf_expression_newspapers","pf_expression_internet","pf_expression","pf_identity_legal","pf_identity_parental_marriage","pf_identity_parental_divorce","pf_identity_parental","pf_identity_sex_male","pf_identity_sex_female","pf_identity_sex","pf_identity_divorce","pf_identity","pf_score","pf_rank","ef_government_consumption","ef_government_transfers","ef_government_enterprises","ef_government_tax_income","ef_government_tax_payroll","ef_government_tax","ef_government","ef_legal_judicial","ef_legal_courts","ef_legal_protection","ef_legal_military","ef_legal_integrity","ef_legal_enforcement","ef_legal_restrictions","ef_legal_police","ef_legal_crime","ef_legal_gender","ef_legal","ef_money_growth","ef_money_sd","ef_money_inflation","ef_money_currency","ef_money","ef_trade_tariffs_revenue","ef_trade_tariffs_mean","ef_trade_tariffs_sd","ef_trade_tariffs","ef_trade_regulatory_nontariff","ef_trade_regulatory_compliance","ef_trade_regulatory","ef_trade_black","ef_trade_movement_foreign","ef_trade_movement_capital","ef_trade_movement_visit","ef_trade_movement","ef_trade","ef_regulation_credit_ownership","ef_regulation_credit_private","ef_regulation_credit_interest","ef_regulation_credit","ef_regulation_labor_minwage","ef_regulation_labor_firing","ef_regulation_labor_bargain","ef_regulation_labor_hours","ef_regulation_labor_dismissal","ef_regulation_labor_conscription","ef_regulation_labor","ef_regulation_business_adm","ef_regulation_business_bureaucracy","ef_regulation_business_start","ef_regulation_business_bribes","ef_regulation_business_licensing","ef_regulation_business_compliance","ef_regulation_business","ef_regulation","ef_score","ef_rank","hf_score","hf_rank","hf_quartile"
"101",2014,"LTU","Lithuania","Eastern Europe",NA,NA,NA,6.518399432,7.852690518,10,10,10,10,10,10,10,10,10,10,10,10,9.284230173,10,10,10,10,NA,NA,10,9.148888889,6.061111111,8.403333333,10,10,NA,NA,10,NA,NA,10,NA,NA,10,10,10,10,7.666666667,8,10,10,10,9.380952381,NA,10,10,10,10,10,10,10,10,8.729085973,31,5.529411765,6.401645823,10,10,4,7,7.232764397,4.779941422,4.044079994,5.477677127,8.333,6.667,6.77,9.689782916,5.512349854,6.65809587,1,6.436880798,8.425843458,9.233932469,9.978701173,10,9.409619275,9.813333333,8.94,6.5444,8.432577778,6.353417258,9.722487073,8.037952165,10,5.582322702,3.846153846,7.743794892,5.72409048,8.048655106,10,9.578,10,9.859333333,8.333333333,4.42991829,8.202616527,10,6.252870964,10,7.869789852,3.429834416,9.777777778,9.881639459,4.802667797,9.239127476,8.083205174,7.535708683,8.421610623,7.91,10,8.319542986,20,1
"102",2014,"LUX","Luxembourg","Western Europe",NA,NA,NA,8.035193702,9.712393676,10,10,NA,10,10,10,10,10,10,10,10,10,9.904131225,10,10,10,10,NA,NA,10,9.26,7.777777778,9.012592593,10,10,NA,NA,10,NA,NA,10,NA,NA,10,10,10,10,9.333333333,9,10,10,10,9.761904762,NA,10,10,10,10,10,10,10,10,9.362280967,6,1.367647059,4.025017737,8,6,5,5.5,4.723166199,8.702578551,7.419436771,8.721560442,10,10,7.456,6.17918671,8.566278439,8.302898828,1,8.371993305,8.763816799,9.305132051,9.874050186,10,9.485749759,9.813333333,8.94,6.5444,8.432577778,8.296737244,9.963313765,9.130025504,10,8.619865996,3.846153846,7.743794892,6.736604911,8.574802048,8,10,10,9.333333333,2.233333333,3.463404854,5.769588862,6,8.497694811,10,5.994003643,5.592586659,7.111111111,9.312591166,7.653114646,8.357440165,9.383487044,7.901721798,7.743019592,7.78,19,8.571140484,8,1
"103",2014,"MKD","Macedonia","Eastern Europe",4.786757609,5.678727454,4.401756372,3.330387021,9.364619409,10,10,7.5,10,9.518651068,9.403730214,10,7.5,5,5,5,7.5,8.756116541,10,0,10,6.666666667,NA,NA,10,9.037777778,8.611111111,9.216296296,7.5,7.5,NA,NA,5,NA,NA,10,NA,NA,10,8,10,5.186510678,4,4.75,10,10,7.5,7.348072954,NA,10,10,10,10,10,10,10,10,7.144729482,76,5.973529412,4.554430961,6,10,7,8.5,6.256990093,3.783113244,4.243671984,5.592099004,6.97,NA,4.163,8.348275792,5.863042103,6.452466359,0.891891892,5.370095936,8.991847695,9.328438144,9.943796386,5,8.316020556,9.54,8.62,6.4948,8.218266667,6.027107085,9.596451414,7.811779249,10,5.261317222,3.076923077,8.518174381,5.618804894,7.912212702,10,8.561,10,9.520333333,6.1,5.091888311,8.13278353,8,7.755176154,10,7.513307999,4.80722695,9.333333333,9.966933022,5.185828369,9.703007492,8.66609015,7.943736553,8.325792628,7.24,62,7.192364741,63,2
"104",2014,"MLT","Malta","Western Europe",NA,NA,NA,6.97814018,9.436050473,10,10,NA,10,10,10,NA,10,10,10,10,10,9.812016824,10,10,10,10,NA,NA,10,8.14,3.75,7.296666667,10,10,NA,NA,10,NA,NA,10,NA,NA,10,10,10,10,8.333333333,7.75,10,10,10,9.44047619,NA,10,10,10,10,10,10,NA,10,8.871253537,23,3.89629094,6.402397739,6,7,7,7,5.82467217,6.389066901,4.70581074,6.550595503,10,8.333,4.477,7.908599633,7.105010741,7.901649695,1,7.041192579,8.77606829,9.796795539,9.937699988,10,9.627640954,9.813333333,8.94,6.5444,8.432577778,7.335059799,9.364501239,8.349780519,10,7.384869128,6.923076923,7.743794892,7.350580314,8.533234653,10,8.945,10,9.648333333,7.233333333,3.91107271,7.113251609,8,10,10,7.709609609,4.149019593,4.888888889,8.986549426,4.38939054,8.190679206,8.441903621,6.507738546,7.955227163,7.8,16,8.335626768,18,1
"105",2014,"MDA","Moldova","Eastern Europe",4.493599512,4.286461027,3.372177147,4.050745896,8.722339573,10,10,5,10,10,9,10,10,5,5,5,8.333333333,8.685224302,5,10,10,8.333333333,NA,NA,5,9.704444444,8.238888889,7.647777778,7.5,7.5,NA,NA,5,NA,NA,5,NA,NA,5,6,10,10,4.333333333,5.25,7.5,7.5,7.5,7.44047619,NA,10,10,10,10,10,10,10,10,7.12615128,77,6.479411765,6.508042464,6,10,4,7,6.496863557,1.767876096,2.287193558,3.721500438,6.667,6.667,4.318,9.60021408,3.482567489,6.574315885,0.756756757,4.400252839,8.376088751,8.978470338,8.982242834,5,7.834200481,9.24,9.08,7.6632,8.661066667,5.443305033,8.809475384,7.126390208,10,4.700881615,0.769230769,6.526912838,3.999008407,7.446616321,10,9.085,10,9.695,5.566666667,4.355080593,7.534333546,6,6.788175112,3,5.54070932,3.314564343,6,9.82676467,2.604888905,6.416057872,7.915065277,6.012890178,7.082866499,6.65,99,6.88807564,81,3
"106",2014,"MNE","Montenegro","Eastern Europe",NA,NA,NA,5.228851599,8.725453022,10,10,7.5,10,10,9.5,NA,NA,NA,NA,NA,NA,9.112726511,10,10,NA,10,NA,NA,NA,8.906666667,7.266666667,8.086666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,6.666666667,5.5,NA,NA,NA,8.041666667,NA,10,10,10,10,10,10,NA,10,8.101436194,43,6.044117647,NA,6,10,3,6.5,6.181372549,4.056559215,4.024274589,5.108261168,6.94,NA,4.796,7.676947777,5.53545238,5.804188947,0.837837838,5.047355603,9.654878128,9.803571423,9.85789719,5,8.579086685,7.8,9.18,7.5892,8.189733333,6.774476106,9.227220956,8.000848531,10,7.331810255,6.923076923,8.075671816,7.443519665,8.408525382,10,6.713,10,8.904333333,5.566666667,5.242396845,6.823113866,8,7.755176154,10,7.231225589,4.398039862,6.888888889,9.665128429,4.418371009,8.386112872,6.480271489,6.706135425,7.613898116,7.17,67,7.635718097,46,2
"107",2014,"NLD","Netherlands","Western Europe",8.582617548,8.590510759,7.519715186,8.230947831,9.708692267,10,10,7.5,10,10,9.5,10,10,10,10,10,10,9.736230756,10,10,10,10,NA,NA,10,6.577777778,5.830555556,7.469444444,10,10,NA,NA,10,NA,NA,10,NA,NA,10,10,10,10,9.333333333,8.75,10,10,10,9.726190476,NA,10,10,10,10,10,10,10,10,9.211358139,13,0.988235294,3.431350708,8,3,3,3,3.8548965,8.784079864,7.441350639,8.345365583,10,10,5.139,7.947613359,8.382063024,6.994313817,1,8.114865143,9.486103008,9.908143265,9.804792984,10,9.799759814,9.813333333,8.94,6.5444,8.432577778,7.339651935,9.963313765,8.65148285,10,7.505946451,8.461538462,7.743794892,7.903759935,8.746955141,8,9.218,10,9.072666667,6.666666667,3.297796474,4.176791678,10,10,10,7.356875803,4.895352728,9.111111111,9.82361333,7.557494527,8.286754232,8.621252844,8.049263129,8.159601866,7.74,21,8.475679069,13,1
"108",2014,"NOR","Norway","Western Europe",9.191954276,8.552878943,8.173377567,8.639403595,9.77433272,10,10,10,10,10,10,10,10,10,10,10,10,9.924777573,10,10,10,10,NA,NA,7.5,9.815555556,10,9.105185185,10,10,NA,NA,10,NA,NA,10,NA,NA,10,10,10,10,9,9.25,10,10,10,9.75,NA,10,10,10,10,10,10,10,10,9.526563811,1,1.505882353,5.320120099,8,7,4,5.5,5.081500613,9.171354569,7.516024378,8.314219504,10,10,7.753,9.121524194,8.437403796,7.918723258,1,8.692472189,9.949340196,8.975083511,9.594980743,10,9.629851113,9.893333333,8.46,0,6.117777778,5.100316996,7.226054779,6.163185888,10,6.738577402,4.615384615,7.743794892,6.36591897,7.161720659,10,10,10,10,3.9,3.21049756,4.65474832,4,10,1,4.460874313,5.214981497,7.555555556,9.846743061,7.969480769,9.11622851,9.069625903,8.128769216,7.529881176,7.62,28,8.573281905,8,1
"109",2014,"POL","Poland","Eastern Europe",8.359261769,6.547486056,7.385794029,7.430847285,9.705429652,10,10,10,10,10,10,10,10,10,10,10,10,9.901809884,10,10,10,10,NA,NA,5,8.888888889,7.544444444,7.144444444,10,10,NA,NA,10,NA,NA,7.5,NA,NA,7.5,9,10,10,7,7.5,7.5,10,10,8.857142857,NA,10,10,10,10,10,10,10,10,8.833323022,26,4.882352941,5.545293829,7,7,4,5.5,5.731911692,5.318712585,3.932800635,5.495304236,10,7.5,4.123,9.277711792,5.107186253,7.077946193,0.864864865,5.991672157,9.351099951,9.505341485,9.978609626,10,9.708762766,9.813333333,8.94,6.5444,8.432577778,6.379928568,9.963313765,8.171621167,10,6.566984924,2.307692308,7.743794892,5.539490708,8.035922413,8,8.185,10,8.728333333,8.9,4.077620909,7.627218575,8,7.755176154,10,7.726669273,2.96078149,7.777777778,8.87397468,4.820043233,8.374478219,6.962272527,6.628221321,7.694407976,7.43,45,8.131661511,32,1
"110",2014,"PRT","Portugal","Western Europe",7.864993257,6.537219931,6.699254686,7.033822624,9.648558785,10,10,10,10,10,10,10,10,10,10,10,10,9.882852928,10,10,10,10,NA,NA,10,9.333333333,7.638888889,8.990740741,10,10,NA,NA,10,NA,NA,10,NA,NA,7.5,9.5,10,10,8.333333333,8.25,10,10,10,9.511904762,NA,10,10,10,10,10,10,10,10,9.029433438,16,5.308823529,4.521643789,10,4,1,2.5,5.58261683,6.070495273,3.643235726,6.160588072,10,8.333,5.504,7.58150873,7.222002329,8.400007821,1,6.99053755,9.686979042,9.632257059,9.944369327,10,9.815901357,9.813333333,8.94,6.5444,8.432577778,7.495247058,9.963313765,8.729280411,10,6.816370438,4.615384615,7.743794892,6.391849982,8.388427043,8,7.08,10,8.36,5.566666667,2.442179811,5.615133192,6,7.047193249,10,6.111862153,3.229773228,8.888888889,9.896848846,5.414791522,9.074176312,6.917435221,7.23698567,7.236282608,7.6,30,8.314716719,22,1
"111",2014,"ROU","Romania","Eastern Europe",7.011521314,6.332679733,5.9615558,6.435252282,9.403186424,10,10,10,10,10,10,10,10,10,10,10,10,9.801062141,10,10,10,10,NA,NA,10,9.777777778,8.844444444,9.540740741,10,10,NA,NA,10,NA,NA,10,NA,NA,10,10,10,10,6,6.25,10,10,10,8.892857143,NA,10,10,10,10,10,10,10,10,8.902438394,22,6.344117647,6.717725292,8,10,4,7,7.015460735,4.92780806,3.836540348,4.812002126,8.333,5.833,4.85,9.180718755,5.361123644,6.578301618,1,5.96805495,8.932201979,9.016465447,9.786207796,10,9.433718805,9.813333333,8.94,6.5444,8.432577778,6.325602461,9.963313765,8.144458113,10,6.250220838,8.461538462,7.743794892,7.48518473,8.515555155,10,9.172,10,9.724,3.9,5.202766132,6.385090221,8,10,10,7.247976059,3.535378775,6.444444444,9.720891714,3.598266595,6.723130802,8.217717092,6.373304904,7.781760321,7.74,21,8.321219197,20,1
"112",2014,"RUS","Russia","Eastern Europe",3.923464712,5.015154154,3.601460234,4.180026367,5.475836354,0,9.612941205,5,9.844712938,9.880405785,6.867611986,10,10,10,10,10,10,7.447816113,0,0,10,3.333333333,NA,NA,5,9.148888889,4.35,6.166296296,5,5,NA,NA,2.5,NA,NA,5,NA,NA,7.5,5,10,9.93046848,1.666666667,1.5,5,7.5,7.5,6.156733592,NA,10,10,10,10,10,10,10,10,5.972596942,122,4.370588235,4.613236854,10,10,4,7,6.495956272,3.174560894,3.421774942,3.889610216,6.667,5,7.148,9.65076919,3.658894112,5.785028498,0.783783784,4.795964112,9.041551542,8.330725272,8.434793603,10,8.951767604,0.24,8.32,6.304,4.954666667,4.330515691,4.900613324,4.615564508,10,4.433812443,6.153846154,3.761271805,4.782976801,6.088301994,5,9.482,10,8.160666667,3.9,5.388582612,6.93298587,6,8.497694811,3,5.619877215,3.176862044,5.333333333,9.652271503,3.515112027,6.618355768,8.116833153,6.068794638,6.616446173,6.59,103,6.281298471,119,3
"113",2014,"SRB","Serbia","Eastern Europe",5.147515512,4.692796525,3.840775854,4.56036263,9.459746135,10,10,7.5,10,10,9.5,10,10,5,10,7.5,9.166666667,9.375470934,10,10,10,10,NA,NA,10,8.853333333,7.822222222,8.891851852,7.5,7.5,NA,NA,7.5,NA,NA,7.5,NA,NA,10,8,10,10,6.333333333,5.75,10,10,10,8.869047619,NA,10,10,10,10,10,10,10,10,8.060048338,45,6.105882353,3.689298472,10,10,5,7.5,6.823795206,2.683024553,2.737227743,3.510814255,6.667,5.833,3.613,8.059049711,4.714204267,5.637495928,1,4.82831294,7.649903053,8.670913853,9.583510412,5,7.72608183,9.266666667,8.52,7.1584,8.315022222,5.561093754,9.77988259,7.670488172,10,5.446458149,1.538461538,6.969415403,4.65144503,7.659238856,8,3.412,9,6.804,2.233333333,5.246556947,6.904278123,10,7.513425893,10,6.982932383,1.994769611,6,9.546472143,3.573852934,6.476066014,7.261561544,5.808787041,6.531906475,6.71,96,7.385024169,54,2
"114",2014,"SVK","Slovak Rep.","Eastern Europe",NA,NA,NA,5.853419902,9.491978506,10,10,7.5,10,10,9.5,10,10,10,10,10,10,9.663992835,10,10,10,10,NA,NA,7.5,9.5,8.288888889,8.42962963,10,10,NA,NA,10,NA,NA,10,NA,NA,10,10,10,10,7.666666667,7.75,10,10,10,9.345238095,NA,10,10,10,10,10,10,10,10,8.656839957,35,4.411764706,4.483555024,8,9,2,5.5,5.598829932,2.646503649,2.162442508,4.999309375,10,6.667,3.329,9.688162581,4.266441359,6.310940131,1,5.563311067,9.525575559,9.715201965,9.984766934,10,9.806386115,9.813333333,8.94,6.5444,8.432577778,8.019564119,9.963313765,8.991438942,10,8.703569749,5.384615385,7.743794892,7.277326675,8.675335849,10,8.572,9,9.190666667,6.666666667,4.375625143,7.641705664,8,7.755176154,10,7.406528938,2.313263968,7.333333333,9.555400965,2.718001741,6.25400238,7.892646624,6.011108169,7.536101258,7.44,44,8.048419978,34,1
"115",2014,"SVN","Slovenia","Eastern Europe",8.013838129,6.416545818,6.303802832,6.911395593,9.671631629,10,10,7.5,10,10,9.5,10,10,10,10,10,10,9.72387721,10,10,10,10,NA,NA,10,8.911111111,6.477777778,8.462962963,10,10,NA,NA,10,NA,NA,10,NA,NA,10,10,10,10,7.666666667,7.5,10,10,10,9.30952381,NA,10,10,10,10,10,10,10,10,8.936066878,20,4.182352941,4.865761555,6,4,0,2,4.262028624,4.166492737,3.240755915,5.540401076,9.167,7.5,4.228,8.40706527,6.554470655,7.670517604,0.945945946,6.105373325,9.442772634,9.672278499,9.959985028,10,9.76875904,9.813333333,8.94,6.5444,8.432577778,7.032052234,9.963313765,8.497683,10,5.465821935,3.076923077,7.743794892,5.428846635,8.089776853,5,7.721,10,7.573666667,2.233333333,3.387711991,5.741632099,8,8.13506942,10,6.249624474,2.648425661,8.666666667,9.670859577,4.493254138,7.252616333,7.253715015,6.664256232,6.829182458,7.01,75,7.973033439,38,1
"116",2014,"ESP","Spain","Western Europe",8.160166233,6.418713489,6.151263604,6.910047775,9.722280898,10,10,10,10,10,10,10,10,5,10,7.5,9.166666667,9.629649188,10,10,10,10,NA,NA,10,9.628888889,8.516666667,9.381851852,10,7.5,NA,NA,10,NA,NA,10,NA,NA,10,9.5,10,10,8,6.5,10,10,10,9.214285714,NA,10,10,10,10,10,10,10,10,8.944537998,19,4.408823529,4.351611189,10,4,4,4,5.69010868,4.231635431,4.030986105,5.564618707,8.333,8.333,5.497,7.758620984,8.009479538,7.078947226,1,6.537476444,9.615710309,9.757817687,9.970593638,10,9.836030409,9.813333333,8.94,6.5444,8.432577778,6.559008182,9.963313765,8.261160973,10,6.629055436,3.076923077,7.743794892,5.816591135,8.127582472,10,7.021,10,9.007,2.233333333,2.852364602,4.968886496,8,5.061387538,10,5.519328662,2.91348363,7.555555556,9.453213454,4.485371373,7.566217516,8.228926418,6.700461324,7.075596662,7.45,42,8.197268999,28,1
"117",2014,"SWE","Sweden","Western Europe",9.389933354,8.106432812,7.754271074,8.41687908,9.640843745,10,10,10,10,9.876239028,9.975247806,10,10,10,10,10,10,9.872030517,10,10,10,10,NA,NA,10,9.26,6.894444444,8.718148148,10,10,NA,NA,10,NA,NA,10,NA,NA,10,10,10,10,9.333333333,9,10,10,10,9.761904762,NA,10,10,10,10,10,10,5,8.333333333,9.253566024,10,1.097058824,4.527175094,8,2,0,1,3.656058479,8.218279441,7.099216525,8.213430166,9.167,10,6.198,8.321952355,7.802192587,7.394121017,1,8.046021343,9.257558394,9.909424227,9.964072301,10,9.78276373,9.813333333,8.94,6.5444,8.432577778,8.33957839,9.919527094,9.129552742,10,8.264233408,3.076923077,7.743794892,6.361650459,8.480945245,10,9.281,10,9.760333333,6.666666667,3.739191781,3.7643894,6,10,10,6.695041308,5.084304464,7.555555556,9.731290064,7.276031749,9.023605086,8.632462171,7.883874848,8.113083163,7.62,28,8.436783012,15,1
"118",2014,"CHE","Switzerland","Western Europe",NA,NA,NA,8.2195131,9.800720057,10,10,10,10,10,10,10,10,10,5,7.5,9.166666667,9.655795574,10,10,10,10,NA,NA,10,8.462222222,7.588888889,8.683703704,10,10,NA,NA,10,NA,NA,10,NA,NA,10,10,10,10,8.666666667,9,10,10,10,9.666666667,NA,10,10,10,10,10,10,10,10,9.303864206,8,6.352941176,6.302265359,10,8,6,7,7.413801634,8.793523782,7.644278927,8.890572841,10,8.333,6.067,9.598998829,8.703973668,8.038221794,1,8.452174427,9.178680749,9.850784391,9.997354935,10,9.756705019,9.48,8.66,0,6.046666667,5.391129125,9.889941295,7.64053521,10,7.705949815,3.076923077,7.743794892,6.175555928,7.465689451,8,10,10,9.333333333,10,7.627453483,7.831793396,6,10,5,7.743207813,5.866858087,9.111111111,9.57817469,7.559411251,8.373754301,9.293812433,8.297186979,8.457909375,8.31,4,8.806932103,3,1
"119",2014,"UKR","Ukraine","Eastern Europe",5.057895607,4.875828429,3.639620682,4.52444824,7.464542925,0,0,0,0,4.61918437,0.923836874,10,7.5,10,10,10,9.166666667,5.851682155,5,10,10,8.333333333,NA,NA,2.5,7.826666667,7.45,5.925555556,7.5,7.5,NA,NA,5,NA,NA,2.5,NA,NA,5,5.5,0,10,5.333333333,3.5,7.5,7.5,7.5,5.904761905,NA,10,10,10,10,10,10,10,10,6.160397678,115,5.408823529,4.042518326,10,10,4,7,6.612835464,2.133903503,2.838060876,3.245650232,8.333,6.667,4.803,8.907895063,2.747316626,4.076031705,0.756756757,4.270076232,8.179293074,7.963200386,7.56232687,0,5.926205082,9.353333333,9.1,7.93,8.794444444,4.941623472,4.074575179,4.508099325,7.805960685,4.476806367,0,5.86315899,3.446655119,6.138789893,8,5.806,10,7.935333333,5.566666667,6.20544897,7.103254083,6,9.257481343,0,5.68880851,3.760317524,4.666666667,9.769581597,3.04202323,9.79947046,6.076735736,6.185799202,6.603313682,5.91,133,6.035198839,131,4
"120",2014,"GBR","United Kingdom","Western Europe",8.058342867,7.419845846,7.634272539,7.70415375,9.637010675,10,10,10,10,9.987618621,9.997523724,10,10,10,10,10,10,9.878178133,10,10,10,10,NA,NA,10,8.295555556,6.761111111,8.352222222,10,10,NA,NA,10,NA,NA,10,NA,NA,10,10,10,10,7,7.75,10,10,10,9.25,NA,10,10,10,10,10,10,10,10,9.155805193,14,4.994117647,5.350649195,8,6,2,4,5.586191711,8.679193364,7.452917801,8.811106426,10,8.333,4.504,8.081594702,7.678392325,6.924942654,1,7.829460808,9.511058285,9.78800767,9.707961678,10,9.751756908,9.813333333,8.94,6.5444,8.432577778,7.152913135,9.239057607,8.195985371,10,7.959038475,4.615384615,9.071302588,7.215241893,8.46095126,10,5.315,8,7.771666667,8.9,5.21665541,7.827169351,8,8.532230562,10,8.079342554,4.866897311,7.777777778,9.85487516,6.999146648,9.205051366,8.766974089,7.911787058,7.920932093,7.91,10,8.532902597,10,1
"121",2013,"ALB","Albania","Eastern Europe",5,4.9,3.6,4.493650794,8.300775134,10,10,10,9.884862611,10,9.976972522,10,7.5,5,5,5,7.5,8.592582552,10,5,5,6.666666667,10,7.5,8.75,9.66,8.933333333,9.114444444,10,10,10,7.5,8.75,10,5,7.5,10,7.5,8.75,9.583333333,10,10,5,5.75,10,10,10,8.678571429,NA,10,10,10,10,10,10,5,8.333333333,7.509193257,61,8.173529412,7.53990334,7,10,7,8.5,7.803358188,2.465461885,3.27152096,2.955938059,8.333333333,4.166666667,4.387444055,6.329975526,4.540075639,5.57957178,0.945945946,4.543782476,9.665260873,9.486031537,9.61247649,10,9.690942225,9.64,9.24,8.0392,8.973066667,4.457771657,7.447590542,5.952681099,10,4.779699324,4.615384615,8.296923099,5.897335679,7.705770861,5,5.944913021,10,6.981637674,5.566666667,4.814301426,5.201742181,8,6.299740913,10,6.647075198,4.939584565,6,9.750880949,3.58580156,7.194430977,5.998270451,6.244828084,6.624513652,7.27,53,7.389596629,53,2
"122",2013,"AUT","Austria","Western Europe",9.1,7.5,8.1,8.236507937,9.710880971,10,10,10,10,10,10,10,10,10,10,10,10,9.90362699,10,10,10,10,10,10,10,9.166666667,6.388888889,8.518518519,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7.333333333,8,10,10,10,9.333333333,NA,10,10,10,10,10,10,10,10,9.320218917,4,3.852941176,3.166134828,10,4,3,3.5,5.129769001,6.957152751,5.801655932,8.073970854,10,10,6.378971834,8.10049394,8.233350519,8.479242265,1,8.002759788,9.118603166,9.793608039,9.599968501,10,9.628044927,9.640666667,8.9,6.216,8.252222222,5.868170725,8.76417365,7.316172187,10,6.264562263,3.076923077,7.743794892,5.695093411,7.815871955,8,9.249155096,10,9.083051699,8.9,4.110267735,2.506828157,8,10,3,6.086182649,3.983156153,8.888888889,9.247897381,7.091042568,7.785721455,8.139251806,7.522659709,7.563964685,7.63,25,8.475109458,11,1
"123",2013,"BLR","Belarus","Eastern Europe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",2013,"BEL","Belgium","Western Europe",8.5,6.9,6.7,7.36031746,9.264673705,10,10,10,10,10,10,10,10,10,10,10,10,9.754891235,10,10,10,10,10,10,10,8.815555556,6.016666667,8.277407407,10,10,10,10,10,10,10,10,10,7.5,8.75,9.583333333,10,10,9.333333333,9,10,10,10,9.761904762,NA,10,10,10,10,10,10,10,10,9.041066724,16,2.323529412,2.4317859,10,2,0,1,3.938828828,7.78352177,5.221329813,7.414327537,10,8.333333333,5.583266128,4.615816087,7.823979136,7.422322801,1,7.133099623,9.51322199,9.8381126,9.777553084,10,9.782221919,9.640666667,8.9,6.216,8.252222222,6.119637574,8.910460662,7.515049118,10,6.744436922,4.615384615,7.743794892,6.367872143,8.033785871,10,8.438239991,10,9.47941333,8.9,2.63095042,4.737714699,6,10,10,7.04477752,2.620216049,8.666666667,9.759742874,7.529572739,7.459438716,8.206507765,7.373690802,7.965960551,7.37,42,8.205533362,22,1
"125",2013,"BIH","Bosnia and Herzegovina","Eastern Europe",6.9,4.9,5.4,5.73015873,9.489597639,10,10,7.5,10,10,9.5,10,10,5,5,5,8.333333333,9.107643658,10,0,10,6.666666667,7.5,7.5,7.5,8.084444444,7.405555556,7.663333333,10,10,10,2.5,6.25,7.5,7.5,7.5,10,10,10,10,10,10,6.666666667,4.25,10,10,10,8.702380952,NA,10,10,10,10,10,10,10,10,8.012688692,47,5.488235294,5.460911622,4,10,3,6.5,5.362286729,3.50721584,4.009745132,3.68895016,5.3,NA,3.914579315,7.837119866,3.656263744,4.626946384,0.891891892,4.32070512,9.771035947,9.659562347,9.982671708,5,8.6033175,10,8.72,6.7232,8.481066667,4.357511658,8.011339582,6.18442562,10,4.298673943,3.076923077,8.518174381,5.2979238,7.490854022,10,8.441233543,10,9.480411181,4.433333333,4.321274598,4.961242849,10,7.505751282,10,6.87026701,4.387259169,4.222222222,8.568258067,2.574661869,7.964143049,5.437804128,5.525724751,7.292134314,6.61,100,7.311344346,55,2
"126",2013,"BGR","Bulgaria","Eastern Europe",5.9,5.3,4.1,5.098412698,9.399956593,10,10,10,10,10,10,10,10,10,10,10,10,9.799985531,10,10,10,10,7.5,7.5,7.5,7.995555556,6.477777778,7.324444444,10,10,10,7.5,8.75,10,7.5,8.75,10,10,10,10,10,10,6.333333333,6,10,10,10,8.904761905,NA,10,10,10,10,10,10,10,10,8.347520192,39,5.617647059,5.823796781,8,10,7,8.5,6.98536096,2.215120052,2.697448134,4.113326397,8.333333333,4.166666667,4.767973315,8.857745037,3.775628426,5.431349519,0.891891892,4.662314357,8.764495184,9.125396219,9.821981292,10,9.427968174,9.64,8.9,6.216,8.252,5.189254365,7.593877554,6.391565959,10,4.859277991,6.923076923,7.633169251,6.471841388,7.778851837,10,9.194683346,10,9.731561115,5.566666667,4.25505617,7.282735553,8,9.251725385,10,7.392697296,3.441350851,6,9.415298853,4.899894622,9.117327379,4.910965784,6.297472915,7.807243775,7.33,48,7.838760096,41,2
